id,附加费,币种,20底,40底,40HQ底,单票,付款方式
13619,SEAL,CNY,45,45,45,,PREPAID
13508,SEAL,CNY,45,45,45,,PREPAID
13619,ISPS,USD,10,10,10,,PREPAID
13508,ISPS,USD,10,10,10,,PREPAID
13619,EIR,CNY,40,40,40,,PREPAID
13508,EIR,CNY,40,40,40,,PREPAID
13619,TLX,CNY,,,,450.0,PREPAID
13508,TLX,CNY,,,,450.0,PREPAID
13619,LSS,USD,25,50,50,,PREPAID
13508,LSS,USD,25,50,50,,PREPAID
13619,THC,CNY,599,950,950,,PREPAID
13508,THC,CNY,599,950,950,,PREPAID
13616,DOC,CNY,,,,450.0,PREPAID
13509,SEAL,CNY,45,45,45,,PREPAID
13616,ISPS,USD,10,10,10,,PREPAID
13509,ISPS,USD,10,10,10,,PREPAID
13616,EIR,CNY,40,40,40,,PREPAID
13399,DOC,CNY,,,,450.0,PREPAID
13509,EIR,CNY,40,40,40,,PREPAID
13616,TLX,CNY,,,,450.0,PREPAID
13509,TLX,CNY,,,,450.0,PREPAID
13399,SEAL,CNY,45,45,45,,PREPAID
13616,LSS,USD,25,50,50,,PREPAID
13509,LSS,USD,25,50,50,,PREPAID
13399,ISPS,USD,10,10,10,,PREPAID
13616,THC,CNY,599,950,950,,PREPAID
13399,EIR,CNY,40,40,40,,PREPAID
13509,THC,CNY,599,950,950,,PREPAID
13399,TLX,CNY,,,,450.0,PREPAID
13399,LSS,USD,25,50,50,,PREPAID
13399,THC,CNY,599,950,950,,PREPAID
13400,DOC,CNY,,,,450.0,PREPAID
13397,DOC,CNY,,,,450.0,PREPAID
13400,SEAL,CNY,45,45,45,,PREPAID
13397,ISPS,USD,10,10,10,,PREPAID
13400,ISPS,USD,10,10,10,,PREPAID
13400,EIR,CNY,40,40,40,,PREPAID
13337,DOC,CNY,,,,450.0,PREPAID
13400,TLX,CNY,,,,450.0,PREPAID
13397,TLX,CNY,,,,450.0,PREPAID
13337,SEAL,CNY,45,45,45,,PREPAID
13397,LSS,USD,25,50,50,,PREPAID
13400,LSS,USD,25,50,50,,PREPAID
13337,ISPS,USD,10,10,10,,PREPAID
13400,THC,CNY,599,950,950,,PREPAID
13397,THC,CNY,599,950,950,,PREPAID
13337,EIR,CNY,40,40,40,,PREPAID
13337,TLX,CNY,,,,450.0,PREPAID
13337,LSS,USD,25,50,50,,PREPAID
13338,DOC,CNY,,,,450.0,PREPAID
13337,THC,CNY,599,950,950,,PREPAID
13338,SEAL,CNY,45,45,45,,PREPAID
13335,SEAL,CNY,45,45,45,,PREPAID
13338,ISPS,USD,10,10,10,,PREPAID
13335,ISPS,USD,10,10,10,,PREPAID
13338,EIR,CNY,40,40,40,,PREPAID
13338,TLX,CNY,,,,450.0,PREPAID
13335,EIR,CNY,40,40,40,,PREPAID
13338,LSS,USD,25,50,50,,PREPAID
13275,DOC,CNY,,,,450.0,PREPAID
13335,TLX,CNY,,,,450.0,PREPAID
13338,THC,CNY,599,950,950,,PREPAID
13335,LSS,USD,25,50,50,,PREPAID

13275,ISPS,USD,10,10,10,,PREPAID

13275,TLX,CNY,,,,450.0,PREPAID
13275,EIR,CNY,40,40,40,,PREPAID
13273,DOC,CNY,,,,450.0,PREPAID

13276,SEAL,CNY,45,45,45,,PREPAID
13275,THC,CNY,599,950,950,,PREPAID
13276,ISPS,USD,10,10,10,,PREPAID
13273,ISPS,USD,10,10,10,,PREPAID
13276,TLX,CNY,,,,450.0,PREPAID
13273,TLX,CNY,,,,450.0,PREPAID
13276,EIR,CNY,40,40,40,,PREPAID
13273,EIR,CNY,40,40,40,,PREPAID
13276,LSS,USD,25,50,50,,PREPAID
13180,DOC,CNY,,,,450.0,PREPAID
13273,LSS,USD,25,50,50,,PREPAID
13276,THC,CNY,599,950,950,,PREPAID
13180,SEAL,CNY,45,45,45,,PREPAID
13273,THC,CNY,599,950,950,,PREPAID
13180,ISPS,USD,10,10,10,,PREPAID
152022,THC,CNY,875,1488,1488,,PREPAID
13180,TLX,CNY,,,,450.0,PREPAID
152022,DOC,CNY,,,,450.0,PREPAID
13180,EIR,CNY,40,40,40,,PREPAID
13178,DOC,CNY,,,,450.0,PREPAID
13181,DOC,CNY,,,,450.0,PREPAID
13181,SEAL,CNY,45,45,45,,PREPAID
152022,SEAL,CNY,60,60,60,,PREPAID
13178,SEAL,CNY,45,45,45,,PREPAID
13180,LSS,USD,25,50,50,,PREPAID
13181,ISPS,USD,10,10,10,,PREPAID
152022,EIR,CNY,25,25,25,,PREPAID

13181,TLX,CNY,,,,450.0,PREPAID
13178,TLX,CNY,,,,450.0,PREPAID
152022,TLX,CNY,,,,350.0,PREPAID
152022,LSS,USD,20,40,40,,PREPAID
13178,EIR,CNY,40,40,40,,PREPAID
13181,LSS,USD,25,50,50,,PREPAID
13178,LSS,USD,25,50,50,,PREPAID
13181,THC,CNY,599,950,950,,PREPAID
13178,THC,CNY,599,950,950,,PREPAID
152007,THC,CNY,875,1488,1488,,PREPAID
152007,DOC,CNY,,,,450.0,PREPAID
13135,THC,CNY,599,950,950,,PREPAID
13132,THC,CNY,599,950,950,,PREPAID
152007,SEAL,CNY,60,60,60,,PREPAID
13135,DOC,CNY,,,,450.0,PREPAID
13132,DOC,CNY,,,,450.0,PREPAID
152007,TLX,CNY,,,,350.0,PREPAID
13132,ISPS,USD,10,10,10,,PREPAID
152007,EIR,CNY,25,25,25,,PREPAID
13135,SEAL,CNY,45,45,45,,PREPAID
13135,EIR,CNY,40,40,40,,PREPAID
152007,LSS,USD,20,40,40,,PREPAID
13132,EIR,CNY,40,40,40,,PREPAID
13135,TLX,CNY,,,,450.0,PREPAID
13132,TLX,CNY,,,,450.0,PREPAID
13132,LSS,USD,25,50,50,,PREPAID
13135,LSS,USD,25,50,50,,PREPAID
13004,THC,CNY,599,950,950,,PREPAID
13006,THC,CNY,599,950,950,,PREPAID
13004,DOC,CNY,,,,450.0,PREPAID
13006,DOC,CNY,,,,450.0,PREPAID
151992,THC,CNY,875,1488,1488,,PREPAID
13004,ISPS,USD,10,10,10,,PREPAID
13006,ISPS,USD,10,10,10,,PREPAID
151992,DOC,CNY,,,,450.0,PREPAID
13006,SEAL,CNY,45,45,45,,PREPAID
13004,SEAL,CNY,45,45,45,,PREPAID
151992,SEAL,CNY,60,60,60,,PREPAID
13006,EIR,CNY,40,40,40,,PREPAID
151992,TLX,CNY,,,,350.0,PREPAID
13004,TLX,CNY,,,,450.0,PREPAID
151992,EIR,CNY,25,25,25,,PREPAID
13006,LSS,USD,25,50,50,,PREPAID
13004,LSS,USD,25,50,50,,PREPAID
151992,LSS,USD,20,40,40,,PREPAID
151977,THC,CNY,875,1488,1488,,PREPAID
152067,THC,CNY,875,1488,1488,,PREPAID
151977,DOC,CNY,,,,450.0,PREPAID
152067,DOC,CNY,,,,450.0,PREPAID
151977,SEAL,CNY,60,60,60,,PREPAID
152067,SEAL,CNY,60,60,60,,PREPAID
151977,TLX,CNY,,,,350.0,PREPAID
152067,EIR,CNY,25,25,25,,PREPAID
151993,THC,CNY,875,1488,1488,,PREPAID
151977,EIR,CNY,25,25,25,,PREPAID
151993,DOC,CNY,,,,450.0,PREPAID
152067,TLX,CNY,,,,350.0,PREPAID
151977,LSS,USD,20,40,40,,PREPAID
151993,SEAL,CNY,60,60,60,,PREPAID
152067,LSS,USD,20,40,40,,PREPAID
151993,TLX,CNY,,,,350.0,PREPAID
151993,EIR,CNY,25,25,25,,PREPAID
151993,LSS,USD,20,40,40,,PREPAID
151962,THC,CNY,875,1488,1488,,PREPAID
152052,THC,CNY,875,1488,1488,,PREPAID
151962,DOC,CNY,,,,450.0,PREPAID
152052,DOC,CNY,,,,450.0,PREPAID
151962,SEAL,CNY,60,60,60,,PREPAID
151978,THC,CNY,875,1488,1488,,PREPAID
151962,TLX,CNY,,,,350.0,PREPAID
151978,DOC,CNY,,,,450.0,PREPAID
152052,SEAL,CNY,60,60,60,,PREPAID
151962,EIR,CNY,25,25,25,,PREPAID
151978,SEAL,CNY,60,60,60,,PREPAID
152052,EIR,CNY,25,25,25,,PREPAID
151978,TLX,CNY,,,,350.0,PREPAID
152052,TLX,CNY,,,,350.0,PREPAID
151978,EIR,CNY,25,25,25,,PREPAID
152052,LSS,USD,20,40,40,,PREPAID
151978,LSS,USD,20,40,40,,PREPAID
152068,THC,CNY,875,1488,1488,,PREPAID
151963,THC,CNY,875,1488,1488,,PREPAID
152068,DOC,CNY,,,,450.0,PREPAID
152037,THC,CNY,875,1488,1488,,PREPAID
152037,DOC,CNY,,,,450.0,PREPAID
151963,DOC,CNY,,,,450.0,PREPAID
152068,SEAL,CNY,60,60,60,,PREPAID
151963,SEAL,CNY,60,60,60,,PREPAID
152037,SEAL,CNY,60,60,60,,PREPAID
151963,TLX,CNY,,,,350.0,PREPAID
152037,EIR,CNY,25,25,25,,PREPAID
151963,EIR,CNY,25,25,25,,PREPAID
152068,EIR,CNY,25,25,25,,PREPAID
152068,TLX,CNY,,,,350.0,PREPAID
152037,TLX,CNY,,,,350.0,PREPAID
152068,LSS,USD,20,40,40,,PREPAID
151963,LSS,USD,20,40,40,,PREPAID
152037,LSS,USD,20,40,40,,PREPAID
152053,THC,CNY,875,1488,1488,,PREPAID
152066,THC,CNY,875,1488,1488,,PREPAID
152053,DOC,CNY,,,,450.0,PREPAID
152066,DOC,CNY,,,,450.0,PREPAID
152053,SEAL,CNY,60,60,60,,PREPAID
152066,SEAL,CNY,60,60,60,,PREPAID
152053,EIR,CNY,25,25,25,,PREPAID
152066,EIR,CNY,25,25,25,,PREPAID
AID
151961,DOC,CNY,,,,450.0,PREPAID
152053,TLX,CNY,,,,350.0,PREPAID
152066,TLX,CNY,,,,350.0,PREPAID
152053,LSS,USD,20,40,40,,PREPAID
151961,SEAL,CNY,60,60,60,,PREPAID
152066,LSS,USD,20,40,40,,PREPAID
151961,TLX,CNY,,,,350.0,PREPAID
151961,EIR,CNY,25,25,25,,PREPAID
152038,THC,CNY,875,1488,1488,,PREPAID
151961,LSS,USD,20,40,40,,PREPAID
152051,THC,CNY,875,1488,1488,,PREPAID
152038,DOC,CNY,,,,450.0,PREPAID
152051,DOC,CNY,,,,450.0,PREPAID
152038,SEAL,CNY,60,60,60,,PREPAID
152051,SEAL,CNY,60,60,60,,PREPAID
152051,EIR,CNY,25,25,25,,PREPAID
152038,EIR,CNY,25,25,25,,PREPAID
152051,TLX,CNY,,,,350.0,PREPAID
198045,DOC,CNY,,,,450.0,PREPAID
152038,TLX,CNY,,,,350.0,PREPAID
152051,LSS,USD,20,40,40,,PREPAID
198045,THC,CNY,784,1216,1216,,PREPAID
198045,EIR,CNY,40,40,40,,PREPAID
152038,LSS,USD,20,40,40,,PREPAID
198045,SEAL,CNY,30,30,30,,PREPAID
198045,TLX,CNY,,,,450.0,PREPAID
152036,THC,CNY,875,1488,1488,,PREPAID
152023,THC,CNY,875,1488,1488,,PREPAID
198045,LSS,USD,15,30,30,,PREPAID
152036,DOC,CNY,,,,450.0,PREPAID
152023,DOC,CNY,,,,450.0,PREPAID
152036,SEAL,CNY,60,60,60,,PREPAID
152023,SEAL,CNY,60,60,60,,PREPAID
152036,EIR,CNY,25,25,25,,PREPAID
152023,EIR,CNY,25,25,25,,PREPAID
152036,TLX,CNY,,,,350.0,PREPAID
198044,DOC,CNY,,,,450.0,PREPAID
152023,TLX,CNY,,,,350.0,PREPAID
198044,THC,CNY,784,1216,1216,,PREPAID
152036,LSS,USD,20,40,40,,PREPAID
152023,LSS,USD,20,40,40,,PREPAID
198044,EIR,CNY,40,40,40,,PREPAID
198044,SEAL,CNY,30,30,30,,PREPAID
198044,TLX,CNY,,,,450.0,PREPAID
198044,LSS,USD,15,30,30,,PREPAID
152021,THC,CNY,875,1488,1488,,PREPAID
152008,THC,CNY,875,1488,1488,,PREPAID
152021,DOC,CNY,,,,450.0,PREPAID
152008,DOC,CNY,,,,450.0,PREPAID
152008,SEAL,CNY,60,60,60,,PREPAID
152021,SEAL,CNY,60,60,60,,PREPAID
152008,TLX,CNY,,,,350.0,PREPAID
203676,DOC,CNY,,,,450.0,PREPAID
152021,EIR,CNY,25,25,25,,PREPAID
203676,THC,CNY,784,1216,1216,,PREPAID
152021,TLX,CNY,,,,350.0,PREPAID
203676,EIR,CNY,40,40,40,,PREPAID
152008,EIR,CNY,25,25,25,,PREPAID
152021,LSS,USD,20,40,40,,PREPAID
203676,SEAL,CNY,30,30,30,,PREPAID
152008,LSS,USD,20,40,40,,PREPAID
203676,TLX,CNY,,,,450.0,PREPAID
203676,LSS,USD,15,30,30,,PREPAID
152006,THC,CNY,875,1488,1488,,PREPAID
138750,DOC,CNY,,,,450.0,PREPAID
152006,DOC,CNY,,,,450.0,PREPAID
138750,SEAL,CNY,30,30,30,,PREPAID
152006,SEAL,CNY,60,60,60,,PREPAID
138750,TLX,CNY,,,,300.0,PREPAID
152006,TLX,CNY,,,,350.0,PREPAID
138750,EIR,CNY,30,30,30,,PREPAID
152006,EIR,CNY,25,25,25,,PREPAID
138750,LSS,USD,15,30,30,,PREPAID
138750,THC,CNY,625,960,960,,PREPAID
152006,LSS,USD,20,40,40,,PREPAID
138688,DOC,CNY,,,,450.0,PREPAID
138688,SEAL,CNY,30,30,30,,PREPAID
138688,TLX,CNY,,,,300.0,PREPAID
138688,EIR,CNY,30,30,30,,PREPAID
138688,LSS,USD,15,30,30,,PREPAID
138688,THC,CNY,625,960,960,,PREPAID
151991,THC,CNY,875,1488,1488,,PREPAID
151991,DOC,CNY,,,,450.0,PREPAID
151991,SEAL,CNY,60,60,60,,PREPAID
138657,DOC,CNY,,,,450.0,PREPAID
151991,TLX,CNY,,,,350.0,PREPAID
138657,SEAL,CNY,30,30,30,,PREPAID
151991,EIR,CNY,25,25,25,,PREPAID
138657,TLX,CNY,,,,300.0,PREPAID
151991,LSS,USD,20,40,40,,PREPAID
138657,EIR,CNY,30,30,30,,PREPAID
138657,LSS,USD,15,30,30,,PREPAID
138657,THC,CNY,625,960,960,,PREPAID
138533,DOC,CNY,,,,450.0,PREPAID
151976,THC,CNY,875,1488,1488,,PREPAID
138533,SEAL,CNY,30,30,30,,PREPAID
151976,DOC,CNY,,,,450.0,PREPAID
138533,TLX,CNY,,,,300.0,PREPAID
151976,SEAL,CNY,60,60,60,,PREPAID
151976,TLX,CNY,,,,350.0,PREPAID
138533,EIR,CNY,30,30,30,,PREPAID
151976,EIR,CNY,25,25,25,,PREPAID
138533,LSS,USD,15,30,30,,PREPAID
151976,LSS,USD,20,40,40,,PREPAID
138533,THC,CNY,625,960,960,,PREPAID
138502,DOC,CNY,,,,450.0,PREPAID
138502,SEAL,CNY,30,30,30,,PREPAID
138502,TLX,CNY,,,,300.0,PREPAID
138502,EIR,CNY,30,30,30,,PREPAID
138502,LSS,USD,15,30,30,,PREPAID
138502,THC,CNY,625,960,960,,PREPAID
13189,DOC,CNY,,,,450.0,PREPAID
13189,SEAL,CNY,45,45,45,,PREPAID
13189,ISPS,USD,10,10,10,,PREPAID
138471,DOC,CNY,,,,450.0,PREPAID
13189,TLX,CNY,,,,450.0,PREPAID
138471,SEAL,CNY,30,30,30,,PREPAID
13189,EIR,CNY,40,40,40,,PREPAID
138471,EIR,CNY,30,30,30,,PREPAID
13189,LSS,USD,25,50,50,,PREPAID
138471,TLX,CNY,,,,300.0,PREPAID
13189,THC,CNY,599,950,950,,PREPAID
138471,LSS,USD,15,30,30,,PREPAID
138471,THC,CNY,625,960,960,,PREPAID
13143,THC,CNY,599,950,950,,PREPAID
13143,DOC,CNY,,,,450.0,PREPAID
13143,ISPS,USD,10,10,10,,PREPAID
13143,SEAL,CNY,45,45,45,,PREPAID
13143,EIR,CNY,40,40,40,,PREPAID
13143,TLX,CNY,,,,450.0,PREPAID
13143,LSS,USD,25,50,50,,PREPAID
13013,THC,CNY,599,950,950,,PREPAID
13013,DOC,CNY,,,,450.0,PREPAID
13013,ISPS,USD,10,10,10,,PREPAID
13013,SEAL,CNY,45,45,45,,PREPAID
13013,EIR,CNY,40,40,40,,PREPAID
13013,TLX,CNY,,,,450.0,PREPAID
13013,LSS,USD,25,50,50,,PREPAID
13628,THC,CNY,586,924,924,,PREPAID
13628,DOC,CNY,,,,450.0,PREPAID
13628,SEAL,CNY,45,45,45,,PREPAID
13628,EIR,CNY,40,40,40,,PREPAID
13628,LSS,USD,25,50,50,,PREPAID
13626,THC,CNY,586,924,924,,PREPAID
13628,ISPS,USD,10,10,10,,PREPAID
13626,DOC,CNY,,,,450.0,PREPAID
138440,DOC,CNY,,,,450.0,PREPAID
13628,TLX,CNY,,,,450.0,PREPAID
13626,SEAL,CNY,45,45,45,,PREPAID
138440,SEAL,CNY,30,30,30,,PREPAID
13628,PCS,USD,133,166,166,,PREPAID
13626,EIR,CNY,40,40,40,,PREPAID
138440,EIR,CNY,30,30,30,,PREPAID
13626,LSS,USD,25,50,50,,PREPAID
13626,ISPS,USD,10,10,10,,PREPAID
138440,THC,CNY,625,960,960,,PREPAID
13626,TLX,CNY,,,,450.0,PREPAID
13409,DOC,CNY,,,,450.0,PREPAID
13409,SEAL,CNY,45,45,45,,PREPAID
13409,ISPS,USD,10,10,10,,PREPAID
13407,DOC,CNY,,,,450.0,PREPAID
13409,EIR,CNY,40,40,40,,PREPAID
13407,SEAL,CNY,45,45,45,,PREPAID
13409,TLX,CNY,,,,450.0,PREPAID
D
13407,ISPS,USD,10,10,10,,PREPAID
13409,LSS,USD,25,50,50,,PREPAID
138409,EIR,CNY,30,30,30,,PREPAID
13407,EIR,CNY,40,40,40,,PREPAID
138409,TLX,CNY,,,,300.0,PREPAID
D
13407,TLX,CNY,,,,450.0,PREPAID
138409,LSS,USD,15,30,30,,PREPAID
13407,LSS,USD,25,50,50,,PREPAID
138409,THC,CNY,625,960,960,,PREPAID
13407,THC,CNY,599,950,950,,PREPAID
13347,DOC,CNY,,,,450.0,PREPAID
13347,SEAL,CNY,45,45,45,,PREPAID
13347,ISPS,USD,10,10,10,,PREPAID
138378,DOC,CNY,,,,450.0,PREPAID
13347,EIR,CNY,40,40,40,,PREPAID

138378,EIR,CNY,30,30,30,,PREPAID
13345,DOC,CNY,,,,450.0,PREPAID
138378,TLX,CNY,,,,300.0,PREPAID
13347,TLX,CNY,,,,450.0,PREPAID
13345,SEAL,CNY,45,45,45,,PREPAID
13347,LSS,USD,25,50,50,,PREPAID
138378,LSS,USD,15,30,30,,PREPAID
13345,ISPS,USD,10,10,10,,PREPAID
13347,THC,CNY,599,950,950,,PREPAID

13345,EIR,CNY,40,40,40,,PREPAID
13345,TLX,CNY,,,,450.0,PREPAID
13345,LSS,USD,25,50,50,,PREPAID
13345,THC,CNY,599,950,950,,PREPAID
13285,DOC,CNY,,,,450.0,PREPAID
138347,DOC,CNY,,,,450.0,PREPAID
13285,SEAL,CNY,45,45,45,,PREPAID
138347,SEAL,CNY,30,30,30,,PREPAID
13285,ISPS,USD,10,10,10,,PREPAID
138347,EIR,CNY,30,30,30,,PREPAID
13285,TLX,CNY,,,,450.0,PREPAID
138347,TLX,CNY,,,,300.0,PREPAID
13285,EIR,CNY,40,40,40,,PREPAID
138347,LSS,USD,15,30,30,,PREPAID
13283,DOC,CNY,,,,450.0,PREPAID
13285,LSS,USD,25,50,50,,PREPAID
138347,THC,CNY,625,960,960,,PREPAID
13283,SEAL,CNY,45,45,45,,PREPAID
13282,DOC,CNY,,,,450.0,PREPAID
13285,THC,CNY,599,950,950,,PREPAID
13283,ISPS,USD,10,10,10,,PREPAID
13282,SEAL,CNY,45,45,45,,PREPAID
13283,TLX,CNY,,,,450.0,PREPAID
13282,ISPS,USD,10,10,10,,PREPAID
138316,DOC,CNY,,,,450.0,PREPAID
13283,EIR,CNY,40,40,40,,PREPAID
13282,TLX,CNY,,,,450.0,PREPAID
138316,SEAL,CNY,30,30,30,,PREPAID
13190,DOC,CNY,,,,450.0,PREPAID
13283,LSS,USD,25,50,50,,PREPAID
13283,THC,CNY,599,950,950,,PREPAID
13282,EIR,CNY,40,40,40,,PREPAID
13190,SEAL,CNY,45,45,45,,PREPAID
138316,EIR,CNY,30,30,30,,PREPAID
13190,ISPS,USD,10,10,10,,PREPAID
13282,LSS,USD,25,50,50,,PREPAID
138316,TLX,CNY,,,,300.0,PREPAID
13190,TLX,CNY,,,,450.0,PREPAID
13190,EIR,CNY,40,40,40,,PREPAID
D
138316,LSS,USD,15,30,30,,PREPAID
13190,LSS,USD,25,50,50,,PREPAID
138316,THC,CNY,625,960,960,,PREPAID
13188,DOC,CNY,,,,450.0,PREPAID
13190,THC,CNY,599,950,950,,PREPAID
13188,SEAL,CNY,45,45,45,,PREPAID
13188,ISPS,USD,10,10,10,,PREPAID
50085,EIR,CNY,90,90,90,,PREPAID
13187,DOC,CNY,,,,450.0,PREPAID
13188,TLX,CNY,,,,450.0,PREPAID
50085,DOC,CNY,,,,450.0,PREPAID
13144,THC,CNY,599,950,950,,PREPAID
13188,EIR,CNY,40,40,40,,PREPAID
50085,TLX,CNY,,,,80.0,PREPAID
13187,ISPS,USD,10,10,10,,PREPAID
50085,THC,CNY,660,1000,1000,,PREPAID
13188,LSS,USD,25,50,50,,PREPAID
13187,TLX,CNY,,,,450.0,PREPAID
13144,ISPS,USD,10,10,10,,PREPAID
13188,THC,CNY,599,950,950,,PREPAID
50085,SEAL,CNY,30,30,30,,PREPAID
13187,EIR,CNY,40,40,40,,PREPAID
13144,SEAL,CNY,45,45,45,,PREPAID
50085,LSS,USD,20,40,40,,PREPAID
13187,LSS,USD,25,50,50,,PREPAID
13144,EIR,CNY,40,40,40,,PREPAID
13187,THC,CNY,599,950,950,,PREPAID
13627,THC,CNY,586,924,924,,PREPAID
13144,TLX,CNY,,,,450.0,PREPAID
ID
13142,DOC,CNY,,,,450.0,PREPAID
13144,LSS,USD,25,50,50,,PREPAID

13142,ISPS,USD,10,10,10,,PREPAID
13627,DOC,CNY,,,,450.0,PREPAID
13627,SEAL,CNY,45,45,45,,PREPAID
13141,THC,CNY,599,950,950,,PREPAID
13627,EIR,CNY,40,40,40,,PREPAID

13142,EIR,CNY,40,40,40,,PREPAID
13141,DOC,CNY,,,,450.0,PREPAID
13627,TLX,CNY,,,,450.0,PREPAID
13142,TLX,CNY,,,,450.0,PREPAID
13142,LSS,USD,25,50,50,,PREPAID
13141,ISPS,USD,10,10,10,,PREPAID
13014,THC,CNY,599,950,950,,PREPAID
13627,DTHC,USD,133,205,205,,PREPAID
13141,SEAL,CNY,45,45,45,,PREPAID
13014,DOC,CNY,,,,450.0,PREPAID
13627,LSS,USD,25,50,50,,PREPAID
13014,ISPS,USD,10,10,10,,PREPAID
13141,EIR,CNY,40,40,40,,PREPAID
13627,PCS,USD,150,300,300,,PREPAID
13141,TLX,CNY,,,,450.0,PREPAID
13014,SEAL,CNY,45,45,45,,PREPAID
13012,THC,CNY,599,950,950,,PREPAID
13014,EIR,CNY,40,40,40,,PREPAID
13014,TLX,CNY,,,,450.0,PREPAID
13012,DOC,CNY,,,,450.0,PREPAID
13014,LSS,USD,25,50,50,,PREPAID
13012,ISPS,USD,10,10,10,,PREPAID
13011,THC,CNY,599,950,950,,PREPAID
13408,SEAL,CNY,45,45,45,,PREPAID
13011,DOC,CNY,,,,450.0,PREPAID
13012,EIR,CNY,40,40,40,,PREPAID
13408,ISPS,USD,10,10,10,,PREPAID
13011,ISPS,USD,10,10,10,,PREPAID
13408,EIR,CNY,40,40,40,,PREPAID
13012,TLX,CNY,,,,450.0,PREPAID
13011,SEAL,CNY,45,45,45,,PREPAID
13408,TLX,CNY,,,,450.0,PREPAID

13011,EIR,CNY,40,40,40,,PREPAID
13408,LSS,USD,25,50,50,,PREPAID
13011,TLX,CNY,,,,450.0,PREPAID
13408,THC,CNY,599,950,950,,PREPAID
13625,THC,CNY,586,924,924,,PREPAID
13011,LSS,USD,25,50,50,,PREPAID
13625,DOC,CNY,,,,450.0,PREPAID
13625,SEAL,CNY,45,45,45,,PREPAID
13625,EIR,CNY,40,40,40,,PREPAID
13625,LSS,USD,25,50,50,,PREPAID
13346,DOC,CNY,,,,450.0,PREPAID
13624,THC,CNY,586,924,924,,PREPAID
13625,ISPS,USD,10,10,10,,PREPAID
13346,SEAL,CNY,45,45,45,,PREPAID
13624,DOC,CNY,,,,450.0,PREPAID
13625,TLX,CNY,,,,450.0,PREPAID
13346,ISPS,USD,10,10,10,,PREPAID
13624,SEAL,CNY,45,45,45,,PREPAID
13346,EIR,CNY,40,40,40,,PREPAID
13624,EIR,CNY,40,40,40,,PREPAID
13346,TLX,CNY,,,,450.0,PREPAID
13624,LSS,USD,25,50,50,,PREPAID
13346,LSS,USD,25,50,50,,PREPAID
13406,DOC,CNY,,,,450.0,PREPAID
13624,ISPS,USD,10,10,10,,PREPAID
13406,SEAL,CNY,45,45,45,,PREPAID
13346,THC,CNY,599,950,950,,PREPAID
13624,TLX,CNY,,,,450.0,PREPAID
13406,ISPS,USD,10,10,10,,PREPAID
13406,EIR,CNY,40,40,40,,PREPAID
13406,TLX,CNY,,,,450.0,PREPAID
13406,LSS,USD,25,50,50,,PREPAID
13284,DOC,CNY,,,,450.0,PREPAID
13514,DOC,CNY,,,,450.0,PREPAID
13406,THC,CNY,599,950,950,,PREPAID
