id,附加费,币种,20底,40底,40HQ底,单票,付款方式
202553,THC,CNY,760,1287,1287,,PREPAID
174754,SEAL,CNY,30,30,30,,PREPAID
202553,TLX,CNY,,,,450.0,PREPAID
115093,THC,CNY,990,1660,1660,,PREPAID
174754,EIR,CNY,40,40,40,,PREPAID
202553,DOC,CNY,,,,450.0,PREPAID
115093,SEAL,CNY,50,50,50,,PREPAID
174754,TLX,CNY,,,,450.0,PREPAID
202553,SEAL,CNY,30,30,30,,PREPAID
115093,DOC,CNY,,,,450.0,PREPAID
174754,LSS,USD,20,40,40,,PREPAID
202553,AFR,USD,30,30,30,,PREPAID
174754,WRS,USD,35,70,70,,PREPAID
202553,EIR,CNY,35,35,35,,PREPAID
115093,CAC,USD,,,,35.0,PREPAID
202553,VGM,CNY,20,20,20,,PREPAID
115093,OTC,USD,10,10,10,,PREPAID
174755,THC,CNY,840,1428,1428,,PREPAID
202553,LSS,CNY,140,280,280,,PREPAID
115093,EIR,CNY,30,30,30,,PREPAID
174755,DOC,CNY,,,,450.0,PREPAID
174755,SEAL,CNY,30,30,30,,PREPAID
115093,OLSS,USD,38,53,53,,PREPAID
174755,EIR,CNY,40,40,40,,PREPAID
174755,TLX,CNY,,,,450.0,PREPAID
174755,LSS,USD,20,40,40,,PREPAID
115094,THC,CNY,990,1660,1660,,PREPAID
174755,WRS,USD,35,70,70,,PREPAID
115094,SEAL,CNY,50,50,50,,PREPAID
115094,DOC,CNY,,,,450.0,PREPAID
115094,CAC,USD,,,,35.0,PREPAID
115094,OTC,USD,10,10,10,,PREPAID
115094,EIR,CNY,30,30,30,,PREPAID
115094,OLSS,USD,38,53,53,,PREPAID
137378,THC,CNY,990,1660,1660,,PREPAID
137378,SEAL,CNY,50,50,50,,PREPAID
137378,DOC,CNY,,,,450.0,PREPAID
137378,CAC,USD,,,,35.0,PREPAID
137378,OTC,USD,10,10,10,,PREPAID
137378,EIR,CNY,30,30,30,,PREPAID
137378,OLSS,USD,38,53,53,,PREPAID
137379,THC,CNY,990,1660,1660,,PREPAID
137379,SEAL,CNY,50,50,50,,PREPAID
137379,DOC,CNY,,,,450.0,PREPAID
137379,CAC,USD,,,,35.0,PREPAID
137379,OTC,USD,10,10,10,,PREPAID
137379,EIR,CNY,30,30,30,,PREPAID
137379,OLSS,USD,38,53,53,,PREPAID
137380,THC,CNY,990,1660,1660,,PREPAID
137380,SEAL,CNY,50,50,50,,PREPAID
137380,DOC,CNY,,,,450.0,PREPAID
137380,CAC,USD,,,,35.0,PREPAID
137380,OTC,USD,10,10,10,,PREPAID
137380,EIR,CNY,30,30,30,,PREPAID
137380,OLSS,USD,38,53,53,,PREPAID
115070,THC,CNY,990,1660,1660,,PREPAID
115070,SEAL,CNY,50,50,50,,PREPAID
115070,DOC,CNY,,,,450.0,PREPAID
115070,CAC,USD,,,,35.0,PREPAID
115070,OTC,USD,10,10,10,,PREPAID
115070,EIR,CNY,30,30,30,,PREPAID
115070,OLSS,USD,38,53,53,,PREPAID
115071,THC,CNY,990,1660,1660,,PREPAID
115071,SEAL,CNY,50,50,50,,PREPAID
115071,DOC,CNY,,,,450.0,PREPAID
115071,CAC,USD,,,,35.0,PREPAID
115071,OTC,USD,10,10,10,,PREPAID
115071,EIR,CNY,30,30,30,,PREPAID
115071,OLSS,USD,38,53,53,,PREPAID
115072,THC,CNY,990,1660,1660,,PREPAID
137381,THC,CNY,990,1660,1660,,PREPAID
115072,SEAL,CNY,50,50,50,,PREPAID
137381,SEAL,CNY,50,50,50,,PREPAID
115072,DOC,CNY,,,,450.0,PREPAID
137381,DOC,CNY,,,,450.0,PREPAID
137381,CAC,USD,,,,35.0,PREPAID
115072,CAC,USD,,,,35.0,PREPAID
137381,OTC,USD,10,10,10,,PREPAID
115072,OTC,USD,10,10,10,,PREPAID
137381,EIR,CNY,30,30,30,,PREPAID
115072,EIR,CNY,30,30,30,,PREPAID
137381,OLSS,USD,38,53,53,,PREPAID
115072,OLSS,USD,38,53,53,,PREPAID
115061,THC,CNY,990,1660,1660,,PREPAID
115061,SEAL,CNY,50,50,50,,PREPAID
115073,THC,CNY,990,1660,1660,,PREPAID
115061,DOC,CNY,,,,450.0,PREPAID
115073,SEAL,CNY,50,50,50,,PREPAID
115061,CAC,USD,,,,35.0,PREPAID
115061,OTC,USD,10,10,10,,PREPAID
115073,DOC,CNY,,,,450.0,PREPAID
115061,EIR,CNY,30,30,30,,PREPAID
115073,CAC,USD,,,,35.0,PREPAID
115061,OLSS,USD,38,53,53,,PREPAID
115073,OTC,USD,10,10,10,,PREPAID
115073,EIR,CNY,30,30,30,,PREPAID
115073,OLSS,USD,38,53,53,,PREPAID
115062,THC,CNY,990,1660,1660,,PREPAID
115062,SEAL,CNY,50,50,50,,PREPAID
115062,DOC,CNY,,,,450.0,PREPAID
115074,THC,CNY,990,1660,1660,,PREPAID
115062,CAC,USD,,,,35.0,PREPAID
115074,SEAL,CNY,50,50,50,,PREPAID
115062,OTC,USD,10,10,10,,PREPAID
115062,EIR,CNY,30,30,30,,PREPAID
115074,DOC,CNY,,,,450.0,PREPAID
115062,OLSS,USD,38,53,53,,PREPAID
115080,THC,CNY,990,1660,1660,,PREPAID
115074,CAC,USD,,,,35.0,PREPAID
115080,SEAL,CNY,50,50,50,,PREPAID
115074,OTC,USD,10,10,10,,PREPAID
115080,DOC,CNY,,,,450.0,PREPAID
115080,CAC,USD,,,,35.0,PREPAID
115074,EIR,CNY,30,30,30,,PREPAID
AID
115063,SEAL,CNY,50,50,50,,PREPAID
115080,OTC,USD,10,10,10,,PREPAID
115063,DOC,CNY,,,,450.0,PREPAID

115063,CAC,USD,,,,35.0,PREPAID
115080,EIR,CNY,30,30,30,,PREPAID
115063,OTC,USD,10,10,10,,PREPAID
115063,EIR,CNY,30,30,30,,PREPAID
115080,OLSS,USD,38,53,53,,PREPAID
ID
115063,OLSS,USD,38,53,53,,PREPAID
115075,SEAL,CNY,50,50,50,,PREPAID
115075,DOC,CNY,,,,450.0,PREPAID
115081,THC,CNY,990,1660,1660,,PREPAID
115064,THC,CNY,990,1660,1660,,PREPAID
115075,CAC,USD,,,,35.0,PREPAID
115081,SEAL,CNY,50,50,50,,PREPAID
115081,DOC,CNY,,,,450.0,PREPAID
115075,OTC,USD,10,10,10,,PREPAID
115064,DOC,CNY,,,,450.0,PREPAID
115081,CAC,USD,,,,35.0,PREPAID
115075,EIR,CNY,30,30,30,,PREPAID
115081,OTC,USD,10,10,10,,PREPAID
115064,OTC,USD,10,10,10,,PREPAID
115075,OLSS,USD,38,53,53,,PREPAID
115081,EIR,CNY,30,30,30,,PREPAID
115064,EIR,CNY,30,30,30,,PREPAID
115081,OLSS,USD,38,53,53,,PREPAID
115064,OLSS,USD,38,53,53,,PREPAID
115076,THC,CNY,990,1660,1660,,PREPAID
115065,THC,CNY,990,1660,1660,,PREPAID
115092,SEAL,CNY,50,50,50,,PREPAID
115076,SEAL,CNY,50,50,50,,PREPAID
115092,DOC,CNY,,,,450.0,PREPAID
115065,DOC,CNY,,,,450.0,PREPAID
115076,DOC,CNY,,,,450.0,PREPAID
115065,CAC,USD,,,,35.0,PREPAID
115092,OTC,USD,10,10,10,,PREPAID
115092,EIR,CNY,30,30,30,,PREPAID
115065,OTC,USD,10,10,10,,PREPAID
115076,OTC,USD,10,10,10,,PREPAID
115092,OLSS,USD,38,53,53,,PREPAID
115065,EIR,CNY,30,30,30,,PREPAID
115076,EIR,CNY,30,30,30,,PREPAID
115065,OLSS,USD,38,53,53,,PREPAID
115076,OLSS,USD,38,53,53,,PREPAID
135143,THC,HKD,2265,3105,3105,,PREPAID
135143,SEAL,HKD,60,60,60,,PREPAID
135143,DOC,HKD,,,,450.0,PREPAID
115066,THC,CNY,990,1660,1660,,PREPAID
135143,CAC,USD,,,,35.0,PREPAID
115077,THC,CNY,990,1660,1660,,PREPAID
115066,SEAL,CNY,50,50,50,,PREPAID
115066,DOC,CNY,,,,450.0,PREPAID
135143,OLSS,USD,38,53,53,,PREPAID
115077,DOC,CNY,,,,450.0,PREPAID
115066,CAC,USD,,,,35.0,PREPAID
115051,THC,CNY,990,1660,1660,,PREPAID
115066,OTC,USD,10,10,10,,PREPAID
115077,CAC,USD,,,,35.0,PREPAID
D
135144,THC,HKD,2265,3105,3105,,PREPAID
115066,EIR,CNY,30,30,30,,PREPAID
115077,OTC,USD,10,10,10,,PREPAID
115051,DOC,CNY,,,,450.0,PREPAID
115066,OLSS,USD,38,53,53,,PREPAID
115077,EIR,CNY,30,30,30,,PREPAID
115051,CAC,USD,,,,35.0,PREPAID
135144,DOC,HKD,,,,450.0,PREPAID
115051,OTC,USD,10,10,10,,PREPAID
135144,CAC,USD,,,,35.0,PREPAID
D
115067,THC,CNY,990,1660,1660,,PREPAID
135144,OTC,USD,10,10,10,,PREPAID
115067,SEAL,CNY,50,50,50,,PREPAID
115051,OLSS,USD,38,53,53,,PREPAID
135144,OLSS,USD,38,53,53,,PREPAID
115078,THC,CNY,990,1660,1660,,PREPAID
115067,DOC,CNY,,,,450.0,PREPAID
115078,SEAL,CNY,50,50,50,,PREPAID
115078,DOC,CNY,,,,450.0,PREPAID
115053,THC,CNY,990,1660,1660,,PREPAID
115078,CAC,USD,,,,35.0,PREPAID
REPAID
115053,SEAL,CNY,50,50,50,,PREPAID
115078,OTC,USD,10,10,10,,PREPAID

115053,DOC,CNY,,,,450.0,PREPAID
115067,EIR,CNY,30,30,30,,PREPAID
115053,CAC,USD,,,,35.0,PREPAID
135145,DOC,HKD,,,,450.0,PREPAID

115067,OLSS,USD,38,53,53,,PREPAID
115053,OTC,USD,10,10,10,,PREPAID
135145,CAC,USD,,,,35.0,PREPAID
D
115053,EIR,CNY,30,30,30,,PREPAID
135145,OTC,USD,10,10,10,,PREPAID
115053,OLSS,USD,38,53,53,,PREPAID
ID
135145,OLSS,USD,38,53,53,,PREPAID
115068,SEAL,CNY,50,50,50,,PREPAID
115079,THC,CNY,990,1660,1660,,PREPAID
115068,DOC,CNY,,,,450.0,PREPAID
115079,SEAL,CNY,50,50,50,,PREPAID
115055,THC,CNY,990,1660,1660,,PREPAID
135146,THC,HKD,2265,3105,3105,,PREPAID
115079,DOC,CNY,,,,450.0,PREPAID
115055,SEAL,CNY,50,50,50,,PREPAID
115068,OTC,USD,10,10,10,,PREPAID
115079,CAC,USD,,,,35.0,PREPAID
135146,SEAL,HKD,60,60,60,,PREPAID
115068,EIR,CNY,30,30,30,,PREPAID
115055,DOC,CNY,,,,450.0,PREPAID
115079,OTC,USD,10,10,10,,PREPAID
115055,CAC,USD,,,,35.0,PREPAID
135146,CAC,USD,,,,35.0,PREPAID
D
115079,EIR,CNY,30,30,30,,PREPAID
135146,OTC,USD,10,10,10,,PREPAID
115079,OLSS,USD,38,53,53,,PREPAID
135146,OLSS,USD,38,53,53,,PREPAID
115055,EIR,CNY,30,30,30,,PREPAID
115069,THC,CNY,990,1660,1660,,PREPAID
115069,SEAL,CNY,50,50,50,,PREPAID
115055,OLSS,USD,38,53,53,,PREPAID
115069,DOC,CNY,,,,450.0,PREPAID
135147,THC,HKD,2265,3105,3105,,PREPAID
115069,CAC,USD,,,,35.0,PREPAID
115069,OTC,USD,10,10,10,,PREPAID
135147,SEAL,HKD,60,60,60,,PREPAID
115069,EIR,CNY,30,30,30,,PREPAID
115056,THC,CNY,990,1660,1660,,PREPAID
135147,DOC,HKD,,,,450.0,PREPAID

115056,DOC,CNY,,,,450.0,PREPAID
135147,CAC,USD,,,,35.0,PREPAID
115056,CAC,USD,,,,35.0,PREPAID
135147,OTC,USD,10,10,10,,PREPAID
115056,OTC,USD,10,10,10,,PREPAID
135147,OLSS,USD,38,53,53,,PREPAID
115056,EIR,CNY,30,30,30,,PREPAID
115056,OLSS,USD,38,53,53,,PREPAID
135148,THC,HKD,2265,3105,3105,,PREPAID
135148,SEAL,HKD,60,60,60,,PREPAID
115059,THC,CNY,990,1660,1660,,PREPAID
135148,DOC,HKD,,,,450.0,PREPAID
135148,CAC,USD,,,,35.0,PREPAID
115059,SEAL,CNY,50,50,50,,PREPAID
135148,OTC,USD,10,10,10,,PREPAID
115059,DOC,CNY,,,,450.0,PREPAID
135148,OLSS,USD,38,53,53,,PREPAID
115059,CAC,USD,,,,35.0,PREPAID
115059,OTC,USD,10,10,10,,PREPAID
115059,EIR,CNY,30,30,30,,PREPAID
135149,THC,HKD,2265,3105,3105,,PREPAID
115059,OLSS,USD,38,53,53,,PREPAID
135149,SEAL,HKD,60,60,60,,PREPAID
135149,DOC,HKD,,,,450.0,PREPAID
135149,CAC,USD,,,,35.0,PREPAID
138041,THC,HKD,2265,3105,3105,,PREPAID
135149,OTC,USD,10,10,10,,PREPAID
138041,SEAL,HKD,60,60,60,,PREPAID
135149,OLSS,USD,38,53,53,,PREPAID
138041,DOC,HKD,,,,450.0,PREPAID
138041,CAC,USD,,,,35.0,PREPAID
138041,OTC,USD,10,10,10,,PREPAID
138041,OLSS,USD,38,53,53,,PREPAID
138042,THC,HKD,2265,3105,3105,,PREPAID
138042,SEAL,HKD,60,60,60,,PREPAID
138042,DOC,HKD,,,,450.0,PREPAID
138042,CAC,USD,,,,35.0,PREPAID
138042,OTC,USD,10,10,10,,PREPAID
138042,OLSS,USD,38,53,53,,PREPAID
141185,THC,CNY,990,1660,1660,,PREPAID
141185,SEAL,CNY,50,50,50,,PREPAID
141185,DOC,CNY,,,,450.0,PREPAID
141185,CAC,USD,,,,35.0,PREPAID
141185,OTC,USD,10,10,10,,PREPAID
141185,EIR,CNY,30,30,30,,PREPAID
141185,OLSS,USD,38,53,53,,PREPAID
141186,THC,CNY,990,1660,1660,,PREPAID
141186,SEAL,CNY,50,50,50,,PREPAID
141186,DOC,CNY,,,,450.0,PREPAID
141186,CAC,USD,,,,35.0,PREPAID
141186,OTC,USD,10,10,10,,PREPAID
141186,EIR,CNY,30,30,30,,PREPAID
141186,OLSS,USD,38,53,53,,PREPAID
141187,THC,CNY,990,1660,1660,,PREPAID
141187,SEAL,CNY,50,50,50,,PREPAID
141187,DOC,CNY,,,,450.0,PREPAID
141187,CAC,USD,,,,35.0,PREPAID
141187,OTC,USD,10,10,10,,PREPAID
141187,EIR,CNY,30,30,30,,PREPAID
141187,OLSS,USD,38,53,53,,PREPAID
141188,THC,HKD,2265,3105,3105,,PREPAID
141188,SEAL,HKD,60,60,60,,PREPAID
141188,DOC,HKD,,,,450.0,PREPAID
198956,THC,CNY,650,1000,1000,,PREPAID
141188,CAC,USD,,,,35.0,PREPAID
198956,VGM,CNY,20,20,20,,PREPAID
141188,OTC,USD,10,10,10,,PREPAID
198956,SEAL,CNY,60,60,60,,PREPAID
198956,DOC,CNY,,,,450.0,PREPAID
141188,OLSS,USD,38,53,53,,PREPAID
198956,TLX,CNY,,,,450.0,PREPAID
198956,LSS,USD,15,30,30,,PREPAID
198938,THC,CNY,650,1000,1000,,PREPAID
198957,THC,CNY,650,1000,1000,,PREPAID
198938,VGM,CNY,20,20,20,,PREPAID
198957,VGM,CNY,20,20,20,,PREPAID
198938,SEAL,CNY,60,60,60,,PREPAID
198957,SEAL,CNY,60,60,60,,PREPAID
198938,DOC,CNY,,,,450.0,PREPAID
198938,TLX,CNY,,,,450.0,PREPAID
198957,DOC,CNY,,,,450.0,PREPAID
198938,LSS,USD,15,30,30,,PREPAID
198957,TLX,CNY,,,,450.0,PREPAID
198957,LSS,USD,15,30,30,,PREPAID
198940,THC,CNY,650,1000,1000,,PREPAID
200769,THC,CNY,650,1000,1000,,PREPAID
198958,THC,CNY,650,1000,1000,,PREPAID
200769,VGM,CNY,20,20,20,,PREPAID
198958,VGM,CNY,20,20,20,,PREPAID
198940,SEAL,CNY,60,60,60,,PREPAID
200769,SEAL,CNY,60,60,60,,PREPAID
198958,SEAL,CNY,60,60,60,,PREPAID
200769,DOC,CNY,,,,450.0,PREPAID
198940,DOC,CNY,,,,450.0,PREPAID
198958,DOC,CNY,,,,450.0,PREPAID
198940,TLX,CNY,,,,450.0,PREPAID
200769,TLX,CNY,,,,450.0,PREPAID
200769,LSS,USD,15,30,30,,PREPAID
198940,LSS,USD,15,30,30,,PREPAID
198958,LSS,USD,15,30,30,,PREPAID
200770,THC,CNY,650,1000,1000,,PREPAID
198941,THC,CNY,650,1000,1000,,PREPAID
200770,VGM,CNY,20,20,20,,PREPAID
198941,VGM,CNY,20,20,20,,PREPAID
AID
198941,SEAL,CNY,60,60,60,,PREPAID
200770,SEAL,CNY,60,60,60,,PREPAID
198964,VGM,CNY,20,20,20,,PREPAID
198941,DOC,CNY,,,,450.0,PREPAID
200770,DOC,CNY,,,,450.0,PREPAID
198941,TLX,CNY,,,,450.0,PREPAID
198964,SEAL,CNY,60,60,60,,PREPAID
200770,TLX,CNY,,,,450.0,PREPAID
198941,LSS,USD,15,30,30,,PREPAID
200770,LSS,USD,15,30,30,,PREPAID
198964,TLX,CNY,,,,450.0,PREPAID
198964,LSS,USD,15,30,30,,PREPAID
198950,THC,CNY,650,1000,1000,,PREPAID
200771,THC,CNY,650,1000,1000,,PREPAID
200771,VGM,CNY,20,20,20,,PREPAID
198950,VGM,CNY,20,20,20,,PREPAID
198966,THC,CNY,650,1000,1000,,PREPAID
198950,SEAL,CNY,60,60,60,,PREPAID
200771,SEAL,CNY,60,60,60,,PREPAID
198966,VGM,CNY,20,20,20,,PREPAID
198950,DOC,CNY,,,,450.0,PREPAID
198950,TLX,CNY,,,,450.0,PREPAID
198966,SEAL,CNY,60,60,60,,PREPAID
198950,LSS,USD,15,30,30,,PREPAID
198966,DOC,CNY,,,,450.0,PREPAID
200771,LSS,USD,15,30,30,,PREPAID
198966,TLX,CNY,,,,450.0,PREPAID
198966,LSS,USD,15,30,30,,PREPAID
198951,THC,CNY,650,1000,1000,,PREPAID
198951,VGM,CNY,20,20,20,,PREPAID
200772,THC,CNY,650,1000,1000,,PREPAID
198967,THC,CNY,650,1000,1000,,PREPAID
200772,VGM,CNY,20,20,20,,PREPAID

198967,VGM,CNY,20,20,20,,PREPAID
200772,SEAL,CNY,60,60,60,,PREPAID
198951,DOC,CNY,,,,450.0,PREPAID
200772,DOC,CNY,,,,450.0,PREPAID
198967,SEAL,CNY,60,60,60,,PREPAID
198951,TLX,CNY,,,,450.0,PREPAID
200772,TLX,CNY,,,,450.0,PREPAID
198951,LSS,USD,15,30,30,,PREPAID
198967,DOC,CNY,,,,450.0,PREPAID
200772,LSS,USD,15,30,30,,PREPAID
198967,TLX,CNY,,,,450.0,PREPAID
198967,LSS,USD,15,30,30,,PREPAID
198952,THC,CNY,650,1000,1000,,PREPAID
200774,THC,CNY,650,1000,1000,,PREPAID
198952,VGM,CNY,20,20,20,,PREPAID
200774,VGM,CNY,20,20,20,,PREPAID
AID
198952,SEAL,CNY,60,60,60,,PREPAID
200765,VGM,CNY,20,20,20,,PREPAID

198952,DOC,CNY,,,,450.0,PREPAID
200774,DOC,CNY,,,,450.0,PREPAID
200765,SEAL,CNY,60,60,60,,PREPAID
200774,TLX,CNY,,,,450.0,PREPAID
200765,DOC,CNY,,,,450.0,PREPAID
200774,LSS,USD,15,30,30,,PREPAID
200765,TLX,CNY,,,,450.0,PREPAID
198952,LSS,USD,15,30,30,,PREPAID
200765,LSS,USD,15,30,30,,PREPAID
200775,THC,CNY,650,1000,1000,,PREPAID
200775,VGM,CNY,20,20,20,,PREPAID
200775,SEAL,CNY,60,60,60,,PREPAID
198953,THC,CNY,650,1000,1000,,PREPAID
200766,THC,CNY,650,1000,1000,,PREPAID
200826,THC,CNY,650,1000,1000,,PREPAID
200775,DOC,CNY,,,,450.0,PREPAID
198953,VGM,CNY,20,20,20,,PREPAID
198953,SEAL,CNY,60,60,60,,PREPAID
200775,TLX,CNY,,,,450.0,PREPAID
200826,SEAL,CNY,60,60,60,,PREPAID
200775,LSS,USD,15,30,30,,PREPAID
198953,DOC,CNY,,,,450.0,PREPAID
200826,DOC,CNY,,,,450.0,PREPAID
200766,DOC,CNY,,,,450.0,PREPAID
198953,TLX,CNY,,,,450.0,PREPAID
200826,TLX,CNY,,,,450.0,PREPAID
200766,TLX,CNY,,,,450.0,PREPAID
198953,LSS,USD,15,30,30,,PREPAID
202550,THC,CNY,650,1000,1000,,PREPAID
200766,LSS,USD,15,30,30,,PREPAID
200826,LSS,USD,15,30,30,,PREPAID
202550,VGM,CNY,20,20,20,,PREPAID
202550,SEAL,CNY,60,60,60,,PREPAID
202550,DOC,CNY,,,,450.0,PREPAID
202550,TLX,CNY,,,,450.0,PREPAID
200767,THC,CNY,650,1000,1000,,PREPAID
198954,THC,CNY,650,1000,1000,,PREPAID

200767,VGM,CNY,20,20,20,,PREPAID
202550,LSS,USD,15,30,30,,PREPAID
176048,VGM,CNY,20,20,20,,PREPAID
200767,SEAL,CNY,60,60,60,,PREPAID
198954,SEAL,CNY,60,60,60,,PREPAID
200767,DOC,CNY,,,,450.0,PREPAID
198954,DOC,CNY,,,,450.0,PREPAID

200767,TLX,CNY,,,,450.0,PREPAID
198954,TLX,CNY,,,,450.0,PREPAID
176048,DOC,HKD,,,,600.0,PREPAID
200767,LSS,USD,15,30,30,,PREPAID
AID
198954,LSS,USD,15,30,30,,PREPAID
202551,VGM,CNY,20,20,20,,PREPAID
176048,LSS,USD,15,30,30,,PREPAID
202551,SEAL,CNY,60,60,60,,PREPAID
202551,DOC,CNY,,,,450.0,PREPAID
200768,THC,CNY,650,1000,1000,,PREPAID
202551,TLX,CNY,,,,450.0,PREPAID
PAID
200768,VGM,CNY,20,20,20,,PREPAID
176049,THC,CNY,650,1000,1000,,PREPAID
202551,LSS,USD,15,30,30,,PREPAID
200768,SEAL,CNY,60,60,60,,PREPAID
198955,SEAL,CNY,60,60,60,,PREPAID
176049,VGM,CNY,20,20,20,,PREPAID
200768,DOC,CNY,,,,450.0,PREPAID
176049,SEAL,CNY,60,60,60,,PREPAID
198955,DOC,CNY,,,,450.0,PREPAID
202552,THC,CNY,650,1000,1000,,PREPAID
176049,DOC,CNY,,,,450.0,PREPAID
198955,TLX,CNY,,,,450.0,PREPAID

176049,TLX,CNY,,,,450.0,PREPAID
198955,LSS,USD,15,30,30,,PREPAID
176049,LSS,USD,15,30,30,,PREPAID
202552,VGM,CNY,20,20,20,,PREPAID
202552,SEAL,CNY,60,60,60,,PREPAID
202552,DOC,CNY,,,,450.0,PREPAID
202552,TLX,CNY,,,,450.0,PREPAID
176050,THC,CNY,650,1000,1000,,PREPAID
202552,LSS,USD,15,30,30,,PREPAID
176050,VGM,CNY,20,20,20,,PREPAID
176050,SEAL,CNY,60,60,60,,PREPAID
176050,DOC,CNY,,,,450.0,PREPAID
176050,TLX,CNY,,,,450.0,PREPAID
176050,LSS,USD,15,30,30,,PREPAID
200777,THC,HKD,2000,3000,3000,,PREPAID
200777,VGM,CNY,20,20,20,,PREPAID
200777,SEAL,HKD,80,80,80,,PREPAID
176068,THC,CNY,650,1000,1000,,PREPAID
200777,DOC,HKD,,,,600.0,PREPAID
176068,VGM,CNY,20,20,20,,PREPAID
200777,TLX,HKD,,,,600.0,PREPAID
176068,SEAL,CNY,60,60,60,,PREPAID
200777,LSS,USD,15,30,30,,PREPAID
176068,DOC,CNY,,,,450.0,PREPAID
176068,TLX,CNY,,,,450.0,PREPAID
176068,LSS,USD,15,30,30,,PREPAID
200871,THC,HKD,2000,3000,3000,,PREPAID
200871,VGM,CNY,20,20,20,,PREPAID
200871,SEAL,HKD,80,80,80,,PREPAID
200871,DOC,HKD,,,,600.0,PREPAID
200871,TLX,HKD,,,,600.0,PREPAID
200871,LSS,USD,15,30,30,,PREPAID
200872,THC,CNY,650,1000,1000,,PREPAID
200872,VGM,CNY,20,20,20,,PREPAID
200872,SEAL,CNY,60,60,60,,PREPAID
200872,DOC,CNY,,,,450.0,PREPAID
200872,TLX,CNY,,,,450.0,PREPAID
200872,LSS,USD,15,30,30,,PREPAID
200873,THC,CNY,650,1000,1000,,PREPAID
200873,VGM,CNY,20,20,20,,PREPAID
200873,SEAL,CNY,60,60,60,,PREPAID
200873,DOC,CNY,,,,450.0,PREPAID
200873,TLX,CNY,,,,450.0,PREPAID
200873,LSS,USD,15,30,30,,PREPAID
200875,THC,CNY,650,1000,1000,,PREPAID
200875,VGM,CNY,20,20,20,,PREPAID
200875,SEAL,CNY,60,60,60,,PREPAID
200875,DOC,CNY,,,,450.0,PREPAID
200875,TLX,CNY,,,,450.0,PREPAID
200875,LSS,USD,15,30,30,,PREPAID
200876,THC,CNY,650,1000,1000,,PREPAID
200876,VGM,CNY,20,20,20,,PREPAID
200876,SEAL,CNY,60,60,60,,PREPAID
200876,DOC,CNY,,,,450.0,PREPAID
200876,TLX,CNY,,,,450.0,PREPAID
200876,LSS,USD,15,30,30,,PREPAID
200881,THC,CNY,650,1000,1000,,PREPAID
200891,THC,CNY,650,1000,1000,,PREPAID
200881,VGM,CNY,20,20,20,,PREPAID
200891,VGM,CNY,20,20,20,,PREPAID
200881,SEAL,CNY,60,60,60,,PREPAID
200891,SEAL,CNY,60,60,60,,PREPAID
200881,DOC,CNY,,,,450.0,PREPAID
200891,DOC,CNY,,,,450.0,PREPAID
200881,TLX,CNY,,,,450.0,PREPAID
200891,TLX,CNY,,,,450.0,PREPAID
200881,LSS,USD,15,30,30,,PREPAID
197607,THC,CNY,650,1000,1000,,PREPAID
200891,LSS,USD,15,30,30,,PREPAID
197607,VGM,CNY,20,20,20,,PREPAID
200882,THC,CNY,650,1000,1000,,PREPAID
200882,VGM,CNY,20,20,20,,PREPAID
197607,SEAL,CNY,60,60,60,,PREPAID
200896,THC,CNY,650,1000,1000,,PREPAID
197607,DOC,CNY,,,,450.0,PREPAID
200882,SEAL,CNY,60,60,60,,PREPAID
197607,TLX,CNY,,,,450.0,PREPAID
200882,DOC,CNY,,,,450.0,PREPAID

197607,LSS,USD,15,30,30,,PREPAID
200896,SEAL,CNY,60,60,60,,PREPAID
200882,TLX,CNY,,,,450.0,PREPAID
200896,DOC,CNY,,,,450.0,PREPAID
200882,LSS,USD,15,30,30,,PREPAID
200896,TLX,CNY,,,,450.0,PREPAID
197608,THC,CNY,650,1000,1000,,PREPAID
197608,VGM,CNY,20,20,20,,PREPAID
200896,LSS,USD,15,30,30,,PREPAID
197608,SEAL,CNY,60,60,60,,PREPAID
200883,THC,CNY,650,1000,1000,,PREPAID
197608,DOC,CNY,,,,450.0,PREPAID
197608,TLX,CNY,,,,450.0,PREPAID
200883,VGM,CNY,20,20,20,,PREPAID
200898,THC,CNY,650,1000,1000,,PREPAID
200883,SEAL,CNY,60,60,60,,PREPAID
197608,LSS,USD,15,30,30,,PREPAID
200883,DOC,CNY,,,,450.0,PREPAID
200898,VGM,CNY,20,20,20,,PREPAID
200883,TLX,CNY,,,,450.0,PREPAID
200898,SEAL,CNY,60,60,60,,PREPAID
200883,LSS,USD,15,30,30,,PREPAID
197609,THC,CNY,650,1000,1000,,PREPAID
200898,DOC,CNY,,,,450.0,PREPAID
200898,TLX,CNY,,,,450.0,PREPAID
197609,VGM,CNY,20,20,20,,PREPAID
200898,LSS,USD,15,30,30,,PREPAID
AID
197609,SEAL,CNY,60,60,60,,PREPAID
200884,VGM,CNY,20,20,20,,PREPAID
197609,DOC,CNY,,,,450.0,PREPAID
200884,SEAL,CNY,60,60,60,,PREPAID
197609,TLX,CNY,,,,450.0,PREPAID
PAID
200884,DOC,CNY,,,,450.0,PREPAID
200884,TLX,CNY,,,,450.0,PREPAID
200899,VGM,CNY,20,20,20,,PREPAID
197609,LSS,USD,15,30,30,,PREPAID
200884,LSS,USD,15,30,30,,PREPAID
200899,SEAL,CNY,60,60,60,,PREPAID
200899,DOC,CNY,,,,450.0,PREPAID
