id,起运港,目的港,船公司,目的港挂靠,航线代码,LINE,航程,船期,中转港,港区,20底,40底,40HQ底,起始日期,结束日期,供应商,备注,备注1,备注2
200280,XIAMEN,"Baltimore,MD",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3950,4670,4670,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201011,XIAMEN,"Atlanta,GA",APL,SSPWWT,USRIPI,AW2,38,6/1,"Charleston,SC",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201011,XIAMEN,"Atlanta,GA",APL,SSPWWT,USRIPI,AW2,38,6/1,"Charleston,SC",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199349,XIAMEN,"Baltimore,MD",MSK,SEAGIRT,USEC,TP12,34,5/7,,HAIRUN,2302,2885,2885,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200284,XIAMEN,"Atlanta,GA",COSCON,GOERGIA,USRIPI,AWE3,42,3/5,"Savannah,GA",YUANHAI,2610,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200284,XIAMEN,"Atlanta,GA",COSCON,GOERGIA,USRIPI,AWE3,42,3/5,"Savannah,GA",YUANHAI,2610,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200325,XIAMEN,"Atlanta,GA",COSCON,GOERGIA,USRIPI,AWE4,43,6/1,"Savannah,GA",YUANHAI,2610,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200325,XIAMEN,"Atlanta,GA",COSCON,GOERGIA,USRIPI,AWE4,43,6/1,"Savannah,GA",YUANHAI,2610,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201133,XIAMEN,"Atlanta,GA",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2610,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201133,XIAMEN,"Atlanta,GA",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2610,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200251,XIAMEN,"Atlanta,GA",COSCON,APL,USIPI,AAS2,26,4/7,"Los Angeles,CA",YUANHAI,3350,4100,4100,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200251,XIAMEN,"Atlanta,GA",COSCON,APL,USIPI,AAS2,26,4/7,"Los Angeles,CA",YUANHAI,3350,4100,4100,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200306,XIAMEN,"Atlanta,GA",COSCON,ECT,USIPI,AAS3,31,2/4,"Los Angeles,CA",HAIRUN,3350,4100,4100,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200306,XIAMEN,"Atlanta,GA",COSCON,ECT,USIPI,AAS3,31,2/4,"Los Angeles,CA",HAIRUN,3350,4100,4100,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199992,XIAMEN,"Atlanta,GA",APL,APL,USIPI,SC1,28,5/7,"Los Angeles,CA",YUANHAI,3860,4530,4530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199992,XIAMEN,"Atlanta,GA",APL,APL,USIPI,SC1,28,5/7,"Los Angeles,CA",YUANHAI,3860,4530,4530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199507,XIAMEN,"Atlanta,GA",YML,GARDEN,USRIPI,EC3,40,4/6,"Savannah,GA",GUOJIHUOGUI,2870,3460,3460,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199507,XIAMEN,"Atlanta,GA",YML,GARDEN,USRIPI,EC3,40,4/6,"Savannah,GA",GUOJIHUOGUI,2870,3460,3460,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199559,XIAMEN,"Atlanta,GA",YML,GCT,USRIPI,EC4,50,3/5,"Savannah,GA",HAIRUN,2870,3460,3460,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199559,XIAMEN,"Atlanta,GA",YML,GCT,USRIPI,EC4,50,3/5,"Savannah,GA",HAIRUN,2870,3460,3460,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
212718,XIAMEN,"Atlanta Fairburn,GA",MSK,GCT,USRIPI,TP16,39,6/2,"Savannah,GA",HAIRUN,2982,3685,3685,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
212718,XIAMEN,"Atlanta Fairburn,GA",MSK,GCT,USRIPI,TP16,39,6/2,"Savannah,GA",HAIRUN,2982,3685,3685,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219000,XIAMEN,"Atlanta,GA",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,4280,5050,5050,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219000,XIAMEN,"Atlanta,GA",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,4280,5050,5050,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200026,XIAMEN,"Buffalo,NY",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3020,3530,3530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201193,XIAMEN,"Boston,MA",COSCON,CONLEY,USEC,AWE1,38,5/6,Busan,YUANHAI,2140,2650,2650,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200027,XIAMEN,"Charlotte,NC",APL,Goergia,USRIPI,AW2,29,6/1,"Savannah,GA",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200048,XIAMEN,"Charlotte,NC",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201012,XIAMEN,"Charlotte,NC",APL,SSPWWT,USRIPI,AW2,43,6/1,"Charleston,SC",YUANHAI,2610,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200285,XIAMEN,"Charlotte,NC",COSCON,GOERGIA,USRIPI,AWE3,42,3/5,"Savannah,GA",YUANHAI,2660,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200326,XIAMEN,"Charlotte,NC",COSCON,GOERGIA,USRIPI,AWE4,43,6/1,"Savannah,GA",YUANHAI,2660,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201134,XIAMEN,"Charlotte,NC",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,2660,3270,3270,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199509,XIAMEN,"Charlotte,NC",YML,GARDEN,USRIPI,EC3,40,4/6,"Savannah,GA",GUOJIHUOGUI,2870,3460,3460,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199560,XIAMEN,"Charlotte,NC",YML,GCT,USRIPI,EC4,50,3/5,"Savannah,GA",HAIRUN,2870,3460,3460,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
201070,XIAMEN,"Charlotte,NC",MSK,WWT N59,USRIPI,TP6,46,6/2,"Charleston,SC",HAIRUN,3152,3735,3735,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219001,XIAMEN,"Charlotte,NC",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,4410,5200,5200,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
201293,XIAMEN,"Charleston,SC",OOCL,SSPWWT,USEC,ECX1,35,6/1,,YUANHAI,1948,2435,2435,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200245,XIAMEN,"Charleston,SC",COSCON,SSPWWT,USEC,AWE4,35,6/1,,YUANHAI,2100,2600,2600,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
219517,XIAMEN,"Charleston,SC",HSD,WWT N59,USEC,ASUS SLING 3,40,6/2,,HAIRUN,2593,2607,2607,2019-08-13,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199991,XIAMEN,"Charleston,SC",APL,SSPWWT,USEC,AW2,35,6/1,,YUANHAI,2100,2610,2610,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199556,XIAMEN,"Charleston,SC",YML,WWT,USEC,EC4,41,3/5,Hong Kong,HAIRUN,2250,2810,2810,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199350,XIAMEN,"Charleston,SC",MSK,WWT N59,USEC,TP16,40,6/2,,HAIRUN,2302,2885,2885,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200270,XIAMEN,"Chicago,IL",COSCON,FAIRVIEW,USIPI,CPNW,27,4/5,"Prince Rupert,BC",YUANHAI,2720,3090,3090,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200849,XIAMEN,"Chicago,IL",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Vancouver,BC",YUANHAI,2720,3090,3090,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200854,XIAMEN,"Chicago,IL",COSCON,VANTERM,USIPI,MPNW,29,2/4,"Vancouver,BC",YUANHAI,2720,3090,3090,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201282,XIAMEN,"Chicago,IL",OOCL,SSA,USIPI,PNW2,23,2/4,"Seattle,WA",YUANHAI,2870,3180,3180,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199994,XIAMEN,"Chicago,IL",APL,VANTERM,USIPI,WAX,28,2/4,"Vancouver,BC",YUANHAI,2760,3230,3230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200252,XIAMEN,"Chicago,IL",COSCON,APL,USIPI,AAS2,20,4/7,"Los Angeles,CA",YUANHAI,2900,3470,3470,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200307,XIAMEN,"Chicago,IL",COSCON,ECT,USIPI,AAS3,24,2/4,"Los Angeles,CA",HAIRUN,2900,3470,3470,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199995,XIAMEN,"Chicago,IL",APL,SSA,USIPI,WAX,27,2/4,"Seattle,WA",YUANHAI,3010,3530,3530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199993,XIAMEN,"Chicago,IL",APL,APL,USIPI,SC1,20,5/7,"Los Angeles,CA",YUANHAI,3050,3580,3580,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200028,XIAMEN,"Chicago,IL",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200029,XIAMEN,"Chicago,IL",APL,Goergia,USRIPI,AW2,30,6/1,"Savannah,GA",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200049,XIAMEN,"Chicago,IL",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201013,XIAMEN,"Chicago,IL",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3010,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199352,XIAMEN,"Chicago,IL",MSK,FAIRVIEW,USIPI,TP8,32,5/7,"Prince Rupert,BC",SONGYU,3096,3445,3445,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199353,XIAMEN,"Chicago,IL",MSK,CENTERM,USIPI,TP9,28,6/1,"Vancouver,BC",SONGYU,3096,3445,3445,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199505,XIAMEN,"Chicago,IL",YML,DELTA,USIPI,PN3,30,4/6,"Vancouver,BC",GUOJIHUOGUI,3130,3670,3670,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219014,XIAMEN,"Chicago,IL",YML,DELTA,USIPI,PN4,28,3/5,"Vancouver,BC",HAIRUN,3130,3670,3670,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199503,XIAMEN,"Chicago,IL",YML,T18,USIPI,PN3,31,4/6,"Seattle,WA",GUOJIHUOGUI,3200,3750,3750,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199504,XIAMEN,"Chicago,IL",YML,HUSKY,USIPI,PN2,29,3/4,"Tacoma,WA",HAITIAN,3200,3750,3750,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219013,XIAMEN,"Chicago,IL",YML,WUT,USIPI,PN4,26,3/5,"Tacoma,WA",HAIRUN,3200,3750,3750,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
201715,XIAMEN,"Chicago,IL",YML,NIT,USRIPI,EC3,44,4/6,"Norfolk,VA",GUOJIHUOGUI,3130,3760,3760,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199351,XIAMEN,"Chicago,IL",MSK,LSA APM,USIPI,TP6,20,1/3,"Los Angeles,CA",SONGYU,3031,3795,3795,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
218999,XIAMEN,"Chicago,IL",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,3310,3900,3900,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200271,XIAMEN,"Chippewa Falls,WI",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,2980,3440,3440,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200286,XIAMEN,"Cincinnati,OH",COSCON,MAHER,USRIPI,AWE4,43,6/1,"New York,NY",YUANHAI,3060,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201135,XIAMEN,"Cincinnati,OH",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,3060,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201284,XIAMEN,"Cincinnati,OH",OOCL,SSA,USIPI,PNW2,24,2/4,"Seattle,WA",YUANHAI,3280,3630,3630,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200030,XIAMEN,"Cincinnati,OH",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200031,XIAMEN,"Cincinnati,OH",APL,Goergia,USRIPI,AW2,40,6/1,"Savannah,GA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200050,XIAMEN,"Cincinnati,OH",APL,Goergia,USRIPI,AW5,39,2/5,"Savannah,GA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201014,XIAMEN,"Cincinnati,OH",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200253,XIAMEN,"Cincinnati,OH",COSCON,APL,USIPI,AAS2,23,4/7,"Los Angeles,CA",YUANHAI,3450,3970,3970,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200308,XIAMEN,"Cincinnati,OH",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3450,3970,3970,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200272,XIAMEN,"Cincinnati,OH",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3470,3990,3990,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199997,XIAMEN,"Cincinnati,OH",APL,SSA,USIPI,WAX,28,2/4,"Seattle,WA",YUANHAI,3610,4230,4230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199996,XIAMEN,"Cincinnati,OH",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3780,4430,4430,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199513,XIAMEN,"Cincinnati,OH",YML,NIT,USRIPI,EC3,42,4/6,"Norfolk,VA",GUOJIHUOGUI,3210,3860,3860,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199512,XIAMEN,"Cincinnati,OH",YML,HUSKY,USIPI,PN2,30,3/4,"Tacoma,WA",HAITIAN,3620,4250,4250,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219015,XIAMEN,"Cincinnati,OH",YML,WUT,USIPI,PN4,26,3/5,"Tacoma,WA",HAIRUN,3620,4250,4250,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219002,XIAMEN,"Cincinnati,OH",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,3820,4500,4500,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
201071,XIAMEN,"Cincinnati,OH",MSK,FAIRVIEW,USIPI,TP8,34,5/7,"Prince Rupert,BC",SONGYU,3831,4795,4795,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200287,XIAMEN,"Cleveland,OH",COSCON,MAHER,USRIPI,AWE4,43,6/1,"New York,NY",YUANHAI,3060,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201136,XIAMEN,"Cleveland,OH",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,3060,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201286,XIAMEN,"Cleveland,OH",OOCL,SSA,USIPI,PNW2,24,2/4,"Seattle,WA",YUANHAI,3280,3630,3630,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200032,XIAMEN,"Cleveland,OH",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200257,XIAMEN,"Fort Worth,TX",COSCON,APL,USIPI,AAS2,21,4/7,"Los Angeles,CA",YUANHAI,2900,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201015,XIAMEN,"Cleveland,OH",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200312,XIAMEN,"Fort Worth,TX",COSCON,ECT,USIPI,AAS3,25,2/4,"Los Angeles,CA",HAIRUN,2900,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200254,XIAMEN,"Cleveland,OH",COSCON,APL,USIPI,AAS2,22,4/7,"Los Angeles,CA",YUANHAI,3450,4020,4020,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200002,XIAMEN,"Dallas,TX",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3100,3630,3630,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200309,XIAMEN,"Cleveland,OH",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3450,4020,4020,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
219005,XIAMEN,"Dallas,TX",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,3480,4100,4100,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200273,XIAMEN,"Cleveland,OH",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3470,4040,4040,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199999,XIAMEN,"Cleveland,OH",APL,SSA,USIPI,WAX,28,2/4,"Seattle,WA",YUANHAI,3700,4330,4330,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199998,XIAMEN,"Cleveland,OH",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3870,4530,4530,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201717,XIAMEN,"Cleveland,OH",YML,NIT,USRIPI,EC3,42,4/6,"Norfolk,VA",GUOJIHUOGUI,3210,3860,3860,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199516,XIAMEN,"Cleveland,OH",YML,HUSKY,USIPI,PN2,30,3/4,"Tacoma,WA",HAITIAN,3620,4250,4250,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219016,XIAMEN,"Cleveland,OH",YML,WUT,USIPI,PN4,26,3/5,"Tacoma,WA",HAIRUN,3620,4250,4250,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219003,XIAMEN,"Cleveland,OH",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,3820,4500,4500,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
201072,XIAMEN,"Cleveland,OH",MSK,FAIRVIEW,USIPI,TP8,34,5/7,"Prince Rupert,BC",SONGYU,3831,4795,4795,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200288,XIAMEN,"Columbus,OH",COSCON,MAHER,USRIPI,AWE4,43,6/1,"New York,NY",YUANHAI,3060,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201137,XIAMEN,"Columbus,OH",COSCON,VIG,USRIPI,AWE3,44,3/5,"Norfolk,VA",YUANHAI,3060,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201288,XIAMEN,"Columbus,OH",OOCL,SSA,USIPI,PNW2,24,2/4,"Seattle,WA",YUANHAI,3280,3630,3630,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200033,XIAMEN,"Columbus,OH",APL,MAHER,USRIPI,AW2,38,6/1,"New York,NY",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201016,XIAMEN,"Columbus,OH",APL,VIG,USRIPI,AW5,44,2/5,"Norfolk,VA",YUANHAI,3090,3830,3830,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200255,XIAMEN,"Columbus,OH",COSCON,APL,USIPI,AAS2,22,4/7,"Los Angeles,CA",YUANHAI,3450,4070,4070,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200310,XIAMEN,"Columbus,OH",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3450,4070,4070,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200274,XIAMEN,"Columbus,OH",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3470,4090,4090,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200001,XIAMEN,"Columbus,OH",APL,SSA,USIPI,WAX,28,2/4,"Seattle,WA",YUANHAI,3810,4230,4230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200000,XIAMEN,"Columbus,OH",APL,APL,USIPI,SC1,23,5/7,"Los Angeles,CA",YUANHAI,3740,4380,4380,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201073,XIAMEN,"Columbus,OH",MSK,FAIRVIEW,USIPI,TP8,35,5/7,"Prince Rupert,BC",SONGYU,0,0,0,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199519,XIAMEN,"Columbus,OH",YML,HUSKY,USIPI,PN2,30,3/4,"Tacoma,WA",HAITIAN,3620,4250,4250,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219017,XIAMEN,"Columbus,OH",YML,WUT,USIPI,PN4,26,3/5,"Tacoma,WA",HAIRUN,3620,4250,4250,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219004,XIAMEN,"Columbus,OH",YML,YUSEN,USIPI,PS7,29,4/6,"Los Angeles,CA",HAIRUN,3820,4500,4500,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200256,XIAMEN,"Denver,CO",COSCON,SSA,USIPI,AAS2,25,4/7,"Oakland,CA",YUANHAI,3710,4200,4200,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200311,XIAMEN,"Denver,CO",COSCON,Ben E.nutter,USIPI,AAS3,29,2/4,"Oakland,CA",HAIRUN,3710,4200,4200,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201131,XIAMEN,"Denver,CO",COSCON,APL,USIPI,AAS2,23,5/7,"Los Angeles,CA",YUANHAI,3710,4200,4200,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201145,XIAMEN,"Denver,CO",COSCON,ECT,USIPI,AAS3,27,2/4,"Los Angeles,CA",HAIRUN,3710,4200,4200,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200003,XIAMEN,"Denver,CO",APL,APL,USIPI,SC1,24,5/7,"Los Angeles,CA",YUANHAI,3610,4230,4230,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
201004,XIAMEN,"Denver,CO",APL,APL,USIPI,SC1,27,5/7,"Oakland,CA",YUANHAI,3780,4430,4430,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
199524,XIAMEN,"Denver,CO",YML,HUSKY,USIPI,PN2,30,3/4,"Tacoma,WA",HAITIAN,3710,4350,4350,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
219018,XIAMEN,"Denver,CO",YML,WUT,USIPI,PN4,26,3/5,"Tacoma,WA",HAIRUN,3710,4350,4350,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
199522,XIAMEN,"Denver,CO",YML,TRAPAC,USIPI,PS7,35,4/6,"Oakland,CA",HAIRUN,3880,4550,4550,2019-08-01,2019-08-14,顺圆,Subject to AMS & D/O Fee.,,
200275,XIAMEN,"Detroit,MI",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Prince Rupert,BC",YUANHAI,3220,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200851,XIAMEN,"Detroit,MI",COSCON,FAIRVIEW,USIPI,CPNW,29,4/5,"Vancouver,BC",YUANHAI,3220,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200856,XIAMEN,"Detroit,MI",COSCON,VANTERM,USIPI,MPNW,29,2/4,"Vancouver,BC",YUANHAI,3220,3570,3570,2019-08-15,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
200022,XIAMEN,"Detroit,MI",APL,VANTERM,USIPI,WAX,28,2/4,"Vancouver,BC",YUANHAI,3190,3730,3730,2019-08-07,2019-08-31,顺圆,Subject to AMS & D/O Fee.,,
